filename,entropy,non_zero_bins,class
jpeg_data_single_12_S_335352_313.csv,6.4181129554996375,361,single
jpeg_data_single_12_S_059292_386.csv,6.201140007999267,214,single
jpeg_data_single_12_S_443325_595.csv,6.894500165170669,811,single
jpeg_data_single_12_S_242020_688.csv,7.1040947347035655,484,single
jpeg_data_single_12_S_328027_924.csv,6.33978164333537,336,single
jpeg_data_single_12_S_189038_126.csv,6.498984095362018,382,single
jpeg_data_single_12_S_020395_379.csv,6.602224061157388,478,single
jpeg_data_single_12_S_060994_1001.csv,6.873483622704844,322,single
jpeg_data_single_12_S_566429_912.csv,6.169034209542388,155,single
jpeg_data_single_12_S_408797_472.csv,6.654402961730348,403,single
jpeg_data_single_12_S_354774_1045.csv,6.686710272481751,402,single
jpeg_data_single_12_S_188200_557.csv,6.43638783481349,307,single
jpeg_data_single_12_S_045378_210.csv,6.062420469565727,75,single
jpeg_data_single_12_S_126582_289.csv,6.930677904972056,602,single
jpeg_data_single_12_S_306445_413.csv,6.024025685026897,71,single
jpeg_data_single_12_S_385629_462.csv,6.218788504840926,109,single
jpeg_data_single_12_S_260070_794.csv,6.367949696929665,189,single
jpeg_data_single_12_S_181393_813.csv,7.054796525042389,562,single
jpeg_data_single_12_S_520928_679.csv,7.443652782337721,947,single
jpeg_data_single_12_S_502499_1050.csv,6.656960866126668,508,single
jpeg_data_single_12_S_405407_422.csv,6.127640731752569,117,single
jpeg_data_single_12_S_094803_905.csv,6.750968526587404,530,single
jpeg_data_single_12_S_377174_451.csv,6.372950005637997,280,single
jpeg_data_single_12_S_548184_926.csv,6.480859515217428,266,single
jpeg_data_single_12_S_538391_749.csv,7.0757542359591,477,single
jpeg_data_single_12_S_087146_858.csv,6.294145943039231,443,single
jpeg_data_single_12_S_343996_558.csv,6.2629258099445435,202,single
jpeg_data_single_12_S_313152_1101.csv,6.5257998840314455,290,single
jpeg_data_single_12_S_420169_1131.csv,6.997353564665995,521,single
jpeg_data_single_12_S_350829_1041.csv,6.797109484859473,660,single
jpeg_data_single_12_S_449806_446.csv,6.419990095693663,343,single
jpeg_data_single_12_S_176616_542.csv,6.2131906119165485,230,single
jpeg_data_single_12_S_551042_660.csv,6.515839665015824,165,single
jpeg_data_single_12_S_076791_407.csv,6.21699809839109,137,single
jpeg_data_single_12_S_003225_705.csv,6.123724565019972,114,single
jpeg_data_single_12_S_532129_1103.csv,6.32376386740129,243,single
jpeg_data_single_12_S_015393_345.csv,6.220909683177307,205,single
jpeg_data_single_12_S_178768_854.csv,6.374105028164106,155,single
jpeg_data_single_12_S_508159_585.csv,6.36305486218909,150,single
jpeg_data_single_12_S_019880_269.csv,6.525874944419264,281,single
jpeg_data_single_12_S_170275_298.csv,6.466223856651386,334,single
jpeg_data_single_12_S_552132_558.csv,7.210731038672033,841,single
jpeg_data_single_12_S_420011_1070.csv,6.176045157267078,197,single
jpeg_data_single_12_S_204070_934.csv,7.269310280614083,407,single
jpeg_data_single_12_S_329872_183.csv,6.5288417045298965,357,single
jpeg_data_single_12_S_356510_479.csv,7.155230946972156,690,single
jpeg_data_single_12_S_533953_1048.csv,6.28188621630519,157,single
jpeg_data_single_12_S_276395_377.csv,6.575679613501146,428,single
jpeg_data_single_12_S_306724_58.csv,6.1956801581878596,151,single
jpeg_data_single_12_S_488270_1130.csv,6.107726199663544,121,single
jpeg_data_single_12_S_256092_831.csv,6.327645146601342,456,single
jpeg_data_single_12_S_436970_950.csv,6.773177518934948,301,single
jpeg_data_single_12_S_137224_284.csv,6.3037056248940635,291,single
jpeg_data_single_12_S_445018_592.csv,6.3086564146278405,259,single
jpeg_data_single_12_S_488898_730.csv,6.130043182291647,98,single
jpeg_data_single_12_S_005159_52.csv,6.391587868524924,354,single
jpeg_data_single_12_S_215472_719.csv,6.525237913059369,353,single
jpeg_data_single_12_S_443495_746.csv,6.561862583731211,388,single
jpeg_data_single_12_S_270526_734.csv,6.500353152447001,401,single
jpeg_data_single_12_S_436997_242.csv,6.859133273940914,269,single
jpeg_data_single_12_S_231876_222.csv,6.36759048247279,379,single
jpeg_data_single_12_S_199838_52.csv,6.659541932204675,636,single
jpeg_data_single_12_S_013211_482.csv,7.5321394171230285,857,single
jpeg_data_single_12_S_145542_1047.csv,6.392607279532189,217,single
jpeg_data_single_12_S_523209_121.csv,6.639493761594344,620,single
jpeg_data_single_12_S_225022_294.csv,6.269320069140373,117,single
jpeg_data_single_12_S_045929_128.csv,6.756011366907722,484,single
jpeg_data_single_12_S_433347_471.csv,6.223702900899629,131,single
jpeg_data_single_12_S_205844_317.csv,6.774256469444801,785,single
jpeg_data_single_12_S_033514_835.csv,6.115620035572943,109,single
jpeg_data_single_12_S_411158_713.csv,6.52967489402689,303,single
jpeg_data_single_12_S_159991_384.csv,6.817654424052683,264,single
jpeg_data_single_12_S_462820_972.csv,6.172060996949174,106,single
jpeg_data_single_12_S_316526_456.csv,7.0115148027598675,759,single
jpeg_data_single_12_S_232976_1020.csv,6.578496893094169,487,single
jpeg_data_single_12_S_285570_870.csv,6.0403658910077125,72,single
jpeg_data_single_12_S_133833_279.csv,6.723534776041837,498,single
jpeg_data_single_12_S_099035_1058.csv,6.14808983255601,112,single
jpeg_data_single_12_S_345752_96.csv,6.987648006715218,594,single
jpeg_data_single_12_S_084748_1028.csv,6.183827204457115,175,single
jpeg_data_single_12_S_318743_604.csv,6.772546945709265,542,single
jpeg_data_single_12_S_302478_915.csv,6.594629705863339,440,single
jpeg_data_single_12_S_253571_683.csv,6.612985819096543,413,single
jpeg_data_single_12_S_224315_1129.csv,7.098154339567325,331,single
jpeg_data_single_12_S_214881_491.csv,6.242339833045097,139,single
jpeg_data_single_12_S_434394_855.csv,6.880068137659287,392,single
jpeg_data_single_12_S_278448_1083.csv,7.267635178933465,666,single
jpeg_data_single_12_S_223750_367.csv,6.539721369608666,210,single
jpeg_data_single_12_S_379565_606.csv,6.546164991175896,289,single
jpeg_data_single_12_S_321347_711.csv,6.847932556308758,541,single
jpeg_data_single_12_S_147831_1143.csv,6.2509506384995985,123,single
jpeg_data_single_12_S_007942_1006.csv,6.201833324968894,172,single
jpeg_data_single_12_S_372909_906.csv,6.594619676352897,720,single
jpeg_data_single_12_S_483805_495.csv,6.752688281536384,553,single
jpeg_data_single_12_S_077862_755.csv,6.3742810228727915,356,single
jpeg_data_single_12_S_463925_831.csv,6.167198423655652,265,single
jpeg_data_single_12_S_220721_421.csv,6.753980981528411,608,single
jpeg_data_single_12_S_112188_867.csv,6.464086644722249,574,single
jpeg_data_single_12_S_382470_903.csv,6.565106818022176,405,single
jpeg_data_single_12_S_244553_724.csv,6.747398988351538,508,single
jpeg_data_single_12_S_265890_366.csv,6.736884078692528,357,single
jpeg_data_single_12_S_078146_55.csv,6.738554398937305,585,single
jpeg_data_single_12_S_526108_444.csv,6.225021820404776,234,single
jpeg_data_single_12_S_070859_438.csv,6.119269274613009,148,single
jpeg_data_single_12_S_302051_681.csv,6.966634564039142,763,single
jpeg_data_single_12_S_288892_848.csv,6.981441217700872,698,single
jpeg_data_single_12_S_180026_1037.csv,6.067332871576812,74,single
jpeg_data_single_12_S_274265_708.csv,6.565087108547407,244,single
jpeg_data_single_12_S_241628_1121.csv,6.231871182887996,192,single
jpeg_data_single_12_S_196657_853.csv,6.302368711534245,223,single
jpeg_data_single_12_S_362320_538.csv,7.199754346667487,385,single
jpeg_data_single_12_S_327154_978.csv,6.4689797583174045,387,single
jpeg_data_single_12_S_507119_342.csv,7.0108624138641655,554,single
jpeg_data_single_12_S_174243_440.csv,6.141000454510106,100,single
jpeg_data_single_12_S_461635_211.csv,6.574307672325316,364,single
jpeg_data_single_12_S_024149_202.csv,6.134711598145322,147,single
jpeg_data_single_12_S_368826_564.csv,6.681799473230555,438,single
jpeg_data_single_12_S_001235_428.csv,6.553802949249349,257,single
jpeg_data_single_12_S_309943_1158.csv,6.038323636879008,80,single
jpeg_data_single_12_S_035026_1120.csv,6.637285461555343,397,single
jpeg_data_single_12_S_179562_209.csv,6.8976401614409335,577,single
jpeg_data_single_12_S_408284_1131.csv,6.392836556877942,234,single
jpeg_data_single_12_S_374419_796.csv,7.589632685850124,1029,single
jpeg_data_single_12_S_097397_698.csv,6.204881370430307,120,single
jpeg_data_single_12_S_358433_472.csv,6.263510476892675,307,single
jpeg_data_single_12_S_434856_223.csv,6.876974615788735,496,single
jpeg_data_single_12_S_195188_685.csv,6.444720968631884,258,single
jpeg_data_single_12_S_384655_495.csv,6.035057142391496,100,single
jpeg_data_single_12_S_273192_1022.csv,6.479310788145845,225,single
jpeg_data_single_12_S_272376_876.csv,6.208053348602148,113,single
jpeg_data_single_12_S_502106_709.csv,6.961660285205282,553,single
jpeg_data_single_12_S_223337_334.csv,6.294437315849055,211,single
jpeg_data_single_12_S_242787_443.csv,6.448984523100189,428,single
jpeg_data_single_12_S_274485_532.csv,6.05705428839161,76,single
jpeg_data_single_12_S_124324_184.csv,6.509781516344351,233,single
jpeg_data_single_12_S_512773_440.csv,5.977279923499917,63,single
jpeg_data_single_12_S_025316_735.csv,6.3128569924378555,145,single
jpeg_data_single_12_S_156036_491.csv,6.167695748983361,107,single
jpeg_data_single_12_S_162586_779.csv,6.25677063147009,266,single
jpeg_data_single_12_S_019472_88.csv,6.799234144723266,394,single
jpeg_data_single_12_S_488527_714.csv,6.149435749421047,135,single
jpeg_data_single_12_S_490374_477.csv,6.694791349434421,355,single
jpeg_data_single_12_S_035331_1008.csv,6.671726588545419,524,single
jpeg_data_single_12_S_067279_546.csv,6.28037103104673,299,single
jpeg_data_single_12_S_359077_1155.csv,6.094294415469432,86,single
jpeg_data_single_12_S_474194_405.csv,6.813271998128266,240,single
jpeg_data_single_12_S_228916_1159.csv,6.250159845314199,356,single
jpeg_data_single_12_S_565775_611.csv,6.781315097983017,418,single
jpeg_data_single_12_S_334017_570.csv,6.3779209293546435,224,single
jpeg_data_single_12_S_232577_549.csv,6.694689916202026,515,single
jpeg_data_single_12_S_106782_99.csv,6.886391812180315,373,single
jpeg_data_single_12_S_061626_673.csv,6.531106971614113,496,single
jpeg_data_single_12_S_265343_1103.csv,6.203525952513455,152,single
jpeg_data_single_12_S_132180_363.csv,6.577104872898813,497,single
jpeg_data_single_12_S_149362_917.csv,6.413137398279648,213,single
jpeg_data_single_12_S_472328_963.csv,7.351477965680454,668,single
jpeg_data_single_12_S_025139_284.csv,7.01673056804017,613,single
jpeg_data_single_12_S_389335_442.csv,6.163094267649878,167,single
jpeg_data_single_12_S_252186_433.csv,7.489740656380932,940,single
jpeg_data_single_12_S_356435_61.csv,6.07575313080502,90,single
jpeg_data_single_12_S_301944_1108.csv,6.35282362762122,430,single
jpeg_data_single_12_S_074456_1021.csv,6.105130645006625,95,single
jpeg_data_single_12_S_334715_1113.csv,6.207680955892123,198,single
jpeg_data_single_12_S_115825_580.csv,6.5680701563459,359,single
jpeg_data_single_12_S_310268_532.csv,6.3934536107919495,472,single
jpeg_data_single_12_S_172767_711.csv,6.539087275951834,154,single
jpeg_data_single_12_S_412042_1002.csv,6.39667144120051,267,single
jpeg_data_single_12_S_030495_715.csv,6.2325717850360105,95,single
jpeg_data_single_12_S_477685_249.csv,6.546144017826911,333,single
jpeg_data_single_12_S_174791_1011.csv,6.925697461819163,559,single
jpeg_data_single_12_S_090865_240.csv,6.547689937672374,548,single
jpeg_data_single_12_S_064390_887.csv,6.524748821397097,482,single
jpeg_data_single_12_S_180447_643.csv,6.552797728406197,285,single
jpeg_data_single_12_S_287033_275.csv,6.600561106035469,389,single
jpeg_data_single_12_S_331350_837.csv,7.288820590169977,474,single
jpeg_data_single_12_S_086026_793.csv,6.23893690224426,293,single
jpeg_data_single_12_S_012125_655.csv,6.50399111575241,552,single
jpeg_data_single_12_S_126898_1071.csv,6.615333647853292,358,single
jpeg_data_single_12_S_456438_344.csv,6.619317629554067,315,single
jpeg_data_single_12_S_561341_262.csv,6.601109030275168,666,single
jpeg_data_single_12_S_287746_857.csv,6.317426136693124,216,single
jpeg_data_single_12_S_103735_435.csv,6.3953814985848085,397,single
jpeg_data_single_12_S_209819_224.csv,6.4988016629908785,220,single
jpeg_data_single_12_S_393158_1060.csv,6.352715465064402,212,single
jpeg_data_single_12_S_279589_1069.csv,7.244904445080321,377,single
jpeg_data_single_12_S_119204_837.csv,6.312953345476826,219,single
jpeg_data_single_12_S_452441_505.csv,6.511579791954699,334,single
jpeg_data_single_12_S_387301_424.csv,6.192489439739973,165,single
jpeg_data_single_12_S_009860_726.csv,7.007677873908179,752,single
jpeg_data_single_12_S_366648_155.csv,6.583070722597974,195,single
jpeg_data_single_12_S_287205_287.csv,6.852520053149966,536,single
jpeg_data_single_12_S_259570_609.csv,6.621348189321468,435,single
jpeg_data_single_12_S_534846_198.csv,6.184910383892465,184,single
jpeg_data_single_12_S_064591_306.csv,7.196917251553472,949,single
jpeg_data_single_12_S_340974_830.csv,6.19922498320345,147,single
jpeg_data_single_12_S_300270_541.csv,6.292841860946877,122,single
jpeg_data_single_12_S_329983_115.csv,6.156213090206089,153,single
jpeg_data_single_12_S_375023_1095.csv,6.231983186282189,189,single
jpeg_data_single_12_S_379065_384.csv,6.260039301688609,105,single
jpeg_data_single_12_S_082148_931.csv,6.313312953718932,438,single
jpeg_data_single_12_S_552256_289.csv,7.2516255328042645,669,single
jpeg_data_single_12_S_470694_876.csv,6.9930037014352235,597,single
jpeg_data_single_12_S_147393_174.csv,6.442789911505917,494,single
jpeg_data_single_12_S_056183_719.csv,6.055479690839877,74,single
jpeg_data_single_12_S_446783_321.csv,6.523926144133405,643,single
jpeg_data_single_12_S_186929_248.csv,6.998595000067451,502,single
jpeg_data_single_12_S_288020_625.csv,6.09902339905079,106,single
jpeg_data_single_12_S_546463_1075.csv,7.068678567320841,652,single
jpeg_data_single_12_S_085606_834.csv,6.470524942378721,230,single
jpeg_data_single_12_S_309105_1156.csv,6.300722236094482,190,single
jpeg_data_single_12_S_407314_618.csv,6.656283912607667,488,single
jpeg_data_single_12_S_090627_966.csv,6.250858349484423,165,single
jpeg_data_single_12_S_287065_116.csv,6.909324382444362,627,single
jpeg_data_single_12_S_417013_124.csv,6.2857765566136425,119,single
jpeg_data_single_12_S_519170_764.csv,6.305277046333753,188,single
jpeg_data_single_12_S_560630_734.csv,6.411578422097811,147,single
jpeg_data_single_12_S_190031_621.csv,7.126752243804855,600,single
jpeg_data_single_12_S_102315_788.csv,6.387347713915259,299,single
jpeg_data_single_12_S_312951_175.csv,6.172463297237038,162,single
jpeg_data_single_12_S_546195_798.csv,6.237715772185254,286,single
jpeg_data_single_12_S_204397_1126.csv,6.158716009902498,185,single
jpeg_data_single_12_S_284325_452.csv,6.560468706686412,566,single
jpeg_data_single_12_S_054263_120.csv,7.487672808402657,890,single
jpeg_data_single_12_S_335414_1042.csv,6.839985739277449,253,single
jpeg_data_single_12_S_300085_149.csv,6.269971561552065,262,single
jpeg_data_single_12_S_343112_275.csv,6.7481859461589755,418,single
jpeg_data_single_12_S_155568_512.csv,6.970893340231419,801,single
jpeg_data_single_12_S_250764_521.csv,6.316481090813043,211,single
jpeg_data_single_12_S_096022_298.csv,6.868753583005593,420,single
jpeg_data_single_12_S_529177_673.csv,6.650248368070897,357,single
jpeg_data_single_12_S_455894_206.csv,6.451959295491706,184,single
jpeg_data_single_12_S_502178_1164.csv,6.794788621999482,887,single
jpeg_data_single_12_S_515118_776.csv,6.118951120076069,101,single
jpeg_data_single_12_S_225125_991.csv,6.611151962096947,205,single
jpeg_data_single_12_S_206268_512.csv,6.566960098098059,285,single
jpeg_data_single_12_S_149459_958.csv,6.028577461258962,70,single
jpeg_data_single_12_S_274718_811.csv,6.222342006699628,125,single
jpeg_data_single_12_S_219243_512.csv,6.09397231853648,84,single
jpeg_data_single_12_S_177355_1069.csv,6.552722935034921,440,single
jpeg_data_single_12_S_049290_1138.csv,6.920377737954339,340,single
jpeg_data_single_12_S_308042_1015.csv,6.767661680402604,373,single
jpeg_data_single_12_S_151659_846.csv,6.310437681942541,117,single
jpeg_data_single_12_S_026246_801.csv,6.572381000342174,422,single
jpeg_data_single_12_S_082422_67.csv,5.977279923499917,63,single
jpeg_data_single_12_S_312799_276.csv,6.9698502445795585,424,single
jpeg_data_single_12_S_293662_765.csv,6.319558722963263,330,single
jpeg_data_single_12_S_089370_659.csv,6.673388012537075,319,single
jpeg_data_single_12_S_228296_401.csv,6.063130730200792,93,single
jpeg_data_single_12_S_148971_760.csv,6.740501209903288,571,single
jpeg_data_single_12_S_188787_98.csv,6.5447395609655645,454,single
jpeg_data_single_12_S_278127_1109.csv,6.735692442174706,400,single
jpeg_data_single_12_S_144444_786.csv,6.265233459299421,270,single
jpeg_data_single_12_S_203378_944.csv,6.498868221443269,552,single
jpeg_data_single_12_S_470727_115.csv,6.39025802792395,253,single
jpeg_data_single_12_S_029239_340.csv,6.800975936804284,264,single
jpeg_data_single_12_S_394420_1007.csv,6.900188177851649,549,single
jpeg_data_single_12_S_475366_376.csv,6.074025965445385,78,single
jpeg_data_single_12_S_256311_211.csv,6.077706528765657,77,single
jpeg_data_single_12_S_373137_197.csv,6.847198662239475,289,single
jpeg_data_single_12_S_464768_571.csv,6.717404762748505,524,single
jpeg_data_single_12_S_412789_746.csv,6.8720147846001565,711,single
jpeg_data_single_12_S_138697_898.csv,6.490354059623964,271,single
jpeg_data_single_12_S_337367_59.csv,6.32502905987389,166,single
jpeg_data_single_12_S_106760_1126.csv,6.1641752773564935,135,single
jpeg_data_single_12_S_464478_523.csv,7.3684235124497075,726,single
jpeg_data_single_12_S_342058_614.csv,6.40275360448006,128,single
jpeg_data_single_12_S_261074_888.csv,6.426334455261074,254,single
jpeg_data_single_12_S_356227_436.csv,6.399662523004023,222,single
jpeg_data_single_12_S_188931_877.csv,6.926398361333957,649,single
jpeg_data_single_12_S_514967_277.csv,6.301636671470925,128,single
jpeg_data_single_12_S_506625_673.csv,7.432167803801343,1628,single
jpeg_data_single_12_S_163628_213.csv,6.159677079758074,245,single
jpeg_data_single_12_S_045614_54.csv,6.230118780767571,196,single
jpeg_data_single_12_S_240336_1112.csv,6.9809014475986,573,single
jpeg_data_single_12_S_396500_957.csv,6.094156877709971,110,single
jpeg_data_single_12_S_350232_601.csv,6.592229069752262,355,single
jpeg_data_single_12_S_515738_644.csv,6.175530094373927,130,single
jpeg_data_single_12_S_325976_299.csv,6.917085560423053,555,single
jpeg_data_single_12_S_103318_453.csv,6.302759341054467,261,single
jpeg_data_single_12_S_011281_436.csv,7.2988535635500424,609,single
jpeg_data_single_12_S_205309_292.csv,6.560793452868504,277,single
jpeg_data_single_12_S_312902_197.csv,6.908900218196922,768,single
jpeg_data_single_12_S_377312_780.csv,6.960791689100933,555,single
jpeg_data_single_12_S_139299_741.csv,6.237455106433868,111,single
jpeg_data_single_12_S_447391_960.csv,6.676506064171011,593,single
jpeg_data_single_12_S_531688_254.csv,6.067339687949315,86,single
jpeg_data_single_12_S_016592_97.csv,7.025089991948915,605,single
jpeg_data_single_12_S_479495_279.csv,7.246967310329655,411,single
jpeg_data_single_12_S_232910_1029.csv,6.203297892878298,129,single
jpeg_data_single_12_S_135572_1043.csv,6.0648367380657975,86,single
jpeg_data_single_12_S_110050_213.csv,6.307265019944749,274,single
jpeg_data_single_12_S_565419_419.csv,6.072456028065983,84,single
jpeg_data_single_12_S_370247_893.csv,7.097193425296844,634,single
jpeg_data_single_12_S_197294_859.csv,6.948184898938555,297,single
jpeg_data_single_12_S_064439_143.csv,6.77863650833409,539,single
jpeg_data_single_12_S_141759_658.csv,6.4008153069404825,393,single
jpeg_data_single_12_S_113322_943.csv,6.270571466611812,412,single
jpeg_data_single_12_S_492129_726.csv,6.688905587120367,700,single
jpeg_data_single_12_S_524778_64.csv,6.355058915624039,353,single
jpeg_data_single_12_S_102727_95.csv,6.971477874803607,628,single
jpeg_data_single_12_S_212307_147.csv,7.062899802546392,820,single
jpeg_data_single_12_S_165140_1126.csv,7.023957820737326,645,single
jpeg_data_single_12_S_084121_426.csv,6.407455765874737,234,single
jpeg_data_single_12_S_088878_527.csv,6.957827618699905,528,single
jpeg_data_single_12_S_307342_723.csv,6.643404965538169,235,single
jpeg_data_single_12_S_365155_998.csv,6.179153609647229,299,single
jpeg_data_single_12_S_376361_792.csv,6.0987303837479,109,single
jpeg_data_single_12_S_154427_851.csv,6.644731595323144,654,single
jpeg_data_single_12_S_166997_618.csv,6.196174822191595,194,single
jpeg_data_single_12_S_002458_729.csv,6.171259297747862,137,single
jpeg_data_single_12_S_029720_1115.csv,6.440474566029873,433,single
